"zeta" "d" "model_type" "R0" "gamma_val" "omega_val" "omega_m_val" "kappa_val" "rho_val" "epsilon_val" "mu_val" "mj_val" "m_val" "delta_t" "c" "s" "phi" "c_v" "s_v" "phi_v" "disp" "loglik" "loglik.se"
"result.1" 
