"","model_type","R0","gamma_val","omega_val","omega_m_val","kappa_val","rho_val","epsilon_val","mu_val","mj_val","m_val","delta_t","c","s","phi","c_v","s_v","phi_v","zeta","disp","d","loglik","loglik.se"
"66",2,52.6105601165955,11.57992,2.47212081421337,0.801,5000,0,0,1.37,0.501,0.191,365,8.79907983242141,130,7.179,1,213.372447264962,3.048746,0.470571769315889,658.146431643188,10,-59.0292889945448,0.143616231884115
"67",2,54.9328112602179,11.57992,2.70675811582177,0.801,5000,0,0,1.37,0.501,0.191,365,8.7771695296458,130,7.179,1,253.668748061801,3.048746,0.188547242401176,792.090835440394,25,-59.0343091915667,0.198185791834734
"68",2,51.2058683856638,11.57992,1.90421904194629,0.801,5000,0,0,1.37,0.501,0.191,365,9.2850789763541,130,7.179,1,114.840566150417,3.048746,0.183505899887257,415.456305124275,25,-59.1075578829617,0.109424369357559
"69",2,53.066540401811,11.57992,1.61513560107174,0.801,5000,0,0,1.37,0.501,0.191,365,8.93094252014738,130,7.179,1,82.3885998409912,3.048746,0.312208994032086,639.854479083924,15,-59.1127403610737,0.049145884062003
"70",2,58.4874885820231,11.57992,1.85965770121576,0.801,5000,0,0,1.37,0.501,0.191,365,8.27556287453963,130,7.179,1,121.204404562229,3.048746,0.318994003471303,683.463299768442,15,-59.1795027525142,0.0734394889924428
"71",2,57.197759849922,11.57992,1.30080080583919,0.801,5000,0,0,1.37,0.501,0.191,365,8.53145448585336,130,7.179,1,58.5996452797007,3.048746,0.190420662492844,463.751206139059,25,-59.3500614769069,0.143569119265273
"72",2,43.8234554498505,11.57992,2.49915351870815,0.801,5000,0,0,1.37,0.501,0.191,365,10.2548088179031,130,7.179,1,166.241764776075,3.048746,0.282633142856407,449.887245623628,15,-59.4249347685823,0.196991715479173
"73",2,52.115996318831,11.57992,1.98402840436061,0.801,5000,0,0,1.37,0.501,0.191,365,9.04667493112617,130,7.179,1,138.691734355379,3.048746,0.466026551270774,569.977899448641,10,-59.5158271211649,0.103793694460615
"74",2,54.787132484901,11.57992,2.06818351341506,0.801,5000,0,0,1.37,0.501,0.191,365,8.90002866352947,130,7.179,1,147.376121460006,3.048746,0.18816278628143,1097.07244704952,25,-59.6506513691528,0.0856307897207428
"75",2,2.83270331131189,11.57992,16.4883153404746,0.801,5000,0,0,1.37,0.501,0.191,365,2.4141119406806,130,7.179,1,56.6050872412925,3.048746,0.841376561361117,13.024667722878,25,-66.9826868014673,0.235469938874376
"76",2,57.8519621773229,11.57992,0.224103695697224,0.801,5000,0,0,1.37,0.501,0.191,365,5.59528843594461,130,7.179,1,154.046439368699,3.048746,0.775942792226312,608.591892312835,20,-67.2115965400684,0.550556679414177
"77",2,1.9106236240026,11.57992,9.8619212977117,0.801,5000,0,0,1.37,0.501,0.191,365,8.19967828648011,130,7.179,1,84.8337934811595,3.048746,0.796210429584338,13.7844193449671,20,-67.7167362794117,0.169338484324707
"78",2,1.98745505750623,11.57992,1115.19805594191,0.801,5000,0,0,1.37,0.501,0.191,365,4.85834335222591,130,7.179,1,414.462478193786,3.048746,0.896234454060676,54.6480510537828,25,-68.8335028278459,0.250996880564504
"79",2,2.51972909688551,11.57992,141.171651724384,0.801,5000,0,0,1.37,0.501,0.191,365,2.58078546700784,130,7.179,1,144.646782326938,3.048746,0.924788338134288,471.405496646158,25,-70.6053953768189,0.805904415253977
"80",2,20.7665330698158,11.57992,0.00934546678537829,0.801,5000,0,0,1.37,0.501,0.191,365,14.8938073728368,130,7.179,1,76.5245853722478,3.048746,0.31150439527995,344.429337550785,25,-79.3206656405907,1.12931329478391
