"","model_type","R0","gamma_val","omega_val","omega_m_val","kappa_val","rho_val","epsilon_val","mu_val","mj_val","m_val","delta_t","c","s","phi","c_v","s_v","phi_v","zeta","disp","d","loglik","loglik.se"
"1",2,26.4780989571214,11.2274047822352,6.34126368110537,0.801,5000,0,0,1.37,0.501,0.191,365,15.1901885147756,130,7.179,1,424.273702295242,3.01857713367344,0.763864476102073,72.6937936913768,4.40839480405921,-55.5211223946758,0.073697644729866
"2",2,41.1068034097803,11.1190702609895,4.93845622160198,0.801,5000,0,0,1.37,0.501,0.191,365,11.201850626213,130,7.179,1,356.263367619104,3.04987707570622,0.772449059914348,159.515246227151,5.01944337150212,-55.8566867001473,0.108602826134815
"3",2,25.8207897374512,11.3451276808576,6.76501854721556,0.801,5000,0,0,1.37,0.501,0.191,365,15.2157051621394,130,7.179,1,454.644242007066,2.99749001295902,0.472253765290683,135.14202091637,7.27222497848579,-56.0006608413544,0.0620235697509613
"4",2,27.2657226810304,11.9544246840525,4.69170697901948,0.801,5000,0,0,1.37,0.501,0.191,365,14.9352987359565,130,7.179,1,269.378809057549,3.0360317174321,0.397303316707991,137.476302698741,9.54104304328206,-56.0288232301275,0.080377056552633
"5",2,33.0058415341683,11.6151766082507,4.28139053924873,0.801,5000,0,0,1.37,0.501,0.191,365,12.7316101514776,130,7.179,1,268.606582860022,3.04301164925216,0.398784117676242,106.912983853395,9.61870029188589,-56.1587957269505,0.0456856152491932
"6",2,41.4060128218221,11.9051842179611,6.20866120648259,0.801,5000,0,0,1.37,0.501,0.191,365,10.2812381082718,130,7.179,1,752.305946363844,3.05045938091692,0.328915702189176,219.504865577852,13.5781747321191,-56.1597242071728,0.0693078888417792
"7",2,44.0070121616879,11.3160243018233,4.28883198315447,0.801,5000,0,0,1.37,0.501,0.191,365,10.6087626369289,130,7.179,1,331.914806240318,3.06263014406578,0.488567744931457,141.714814915492,8.51040631694394,-56.2107775254182,0.11372503847035
"8",2,57.7371075378209,11.3778377299671,4.36803294897734,0.801,5000,0,0,1.37,0.501,0.191,365,8.60722592885984,130,7.179,1,435.967777622046,3.06195408334712,0.336926185998945,279.961002171413,13.6194178875885,-56.2228982051531,0.0730394893470824
"9",2,28.5646391503955,11.6810647756331,9.1084198064783,0.801,5000,0,0,1.37,0.501,0.191,365,14.331650121687,130,7.179,1,696.554514569378,3.0302654307947,0.173566991579889,770.88497238904,20.928649480879,-56.425203654128,0.0518776170426463
"10",2,48.2374316991545,10.9403775934276,2.74466316865011,0.801,5000,0,0,1.37,0.501,0.191,365,9.84049524004853,130,7.179,1,149.023024934009,3.05660796702271,0.521212078757588,114.665037451587,7.55622745172705,-56.5639381444236,0.114123559288187
