"","gamma_val","model_type","R0","omega_val","omega_m_val","kappa_val","rho_val","epsilon_val","mu_val","mj_val","m_val","delta_t","c","s","phi","c_v","s_v","phi_v","zeta","disp","d","loglik","loglik.se"
"27",8.11111111111111,2,88.7915489770117,2.53790010782844,0.801,5000,0,0,1.37,0.501,0.191,365,7.16030111961818,173.417560511009,7.179,1,129.648209873576,2.98138765400397,0.499559482558887,36.4387492080854,8.47306320055072,-55.0717286588939,0.0567939567486188
"28",10.8888888888889,2,29.1029051061778,5.57589108752208,0.801,5000,0,0,1.37,0.501,0.191,365,10.3500559204261,60.8510898335449,7.179,1,142.604478143997,3.07616170844523,0.715574820125721,68.6138126146485,4.27807116687736,-55.1009235457382,0.0788920183857407
"29",9.77777777777778,2,25.5318457559526,6.68919481844364,0.801,5000,0,0,1.37,0.501,0.191,365,18.3872596606028,177.542355011037,7.179,1,203.272155737082,2.97892606230677,0.930659075646468,57.4512297446925,3.0357888799949,-55.1058758492479,0.0343075962644742
"30",8.73913043478261,2,38.2877534605295,5.20603028018226,0.801,5000,0,0,1.37,0.501,0.191,365,13.9143829000312,177.129331167221,7.179,1,166.910034364746,2.98179986075081,0.815155493922778,45.2980089466659,3.56829271430864,-55.1174277871892,0.0310838324252085
"31",11.3478260869565,2,29.5225042354731,5.80199550337467,0.801,5000,0,0,1.37,0.501,0.191,365,14.7928327527179,128.692887908949,7.179,1,166.804798656974,3.08270509147155,0.591858326558504,58.3573189314627,5.68781249114359,-55.1297589658878,0.0556755059739307
"32",8.21739130434783,2,26.3418647758284,4.39824532525715,0.801,5000,0,0,1.37,0.501,0.191,365,12.8764375985414,76.1963202103979,7.179,1,68.1015214018228,2.97915561667269,0.691179374056698,36.8414499933427,3.17730204986196,-55.1441955184841,0.0125354299472809
"33",9.22222222222222,2,99.180737956437,25.0739315497301,0.801,5000,0,0,1.37,0.501,0.191,365,28.4727898320663,100.228427561396,7.179,1,562.493437723541,3.15142297271342,0.930687725762966,71.779242639056,1.73193028778714,-55.1920570143611,0.0121077564343017
"34",11.4444444444444,2,33.8579772316168,6.41029683545546,0.801,5000,0,0,1.37,0.501,0.191,365,15.1192420813044,163.11006505409,7.179,1,245.003655887389,3.08747250694363,0.595316102899626,61.3589907758152,6.11059389992397,-55.197542126865,0.0298229701232705
"35",11.8695652173913,2,20.0481305898711,7.81634416803757,0.801,5000,0,0,1.37,0.501,0.191,365,14.0454210773139,71.2247498127868,7.179,1,207.316558747765,3.06496625099529,0.604164723400153,73.4281505081344,5.15581804000488,-55.2535588944936,0.0499689169052171
"36",8.66666666666667,2,129.155622293608,2.75180162938964,0.801,5000,0,0,1.37,0.501,0.191,365,6.27366105130249,224.919381759625,7.179,1,175.783196135712,3.03076445502766,0.341307627890962,111.711909876406,14.6699207400452,-55.2585780162806,0.144171406589277
"37",7.69565217391304,2,117.840809192095,2.40390596757608,0.801,5000,0,0,1.37,0.501,0.191,365,6.08736740013024,187.868054641155,7.179,1,124.407589779997,2.98937178599743,0.628241008737919,39.3238948015191,6.78567069454678,-55.2665552545285,0.0630981960265965
"38",8.73913043478261,2,80.2776597277831,3.93437467863031,0.801,5000,0,0,1.37,0.501,0.191,365,7.35308044342335,142.668214408948,7.179,1,192.060298611124,3.00968274050902,0.360758271551747,71.000099569065,10.7300598107358,-55.2699861342573,0.0691615794170089
"39",9.77777777777778,2,26.4917899710002,6.33290809656529,0.801,5000,0,0,1.37,0.501,0.191,365,11.6059457307585,78.0858993972578,7.179,1,179.683820632964,2.99983680097938,0.580160870855014,76.310645495944,4.95490606016476,-55.2905595034113,0.0170157048609825
"40",8.73913043478261,2,39.3629837412292,5.39350820305366,0.801,5000,0,0,1.37,0.501,0.191,365,10.5444536616047,109.768183742468,7.179,1,192.803053644491,2.9748347628112,0.821372749884354,52.4539322568157,3.65158541366021,-55.2955379078642,0.045602030357561
"41",13.4347826086957,2,21.3132058341121,6.46045229832361,0.801,5000,0,0,1.37,0.501,0.191,365,11.6444013031912,56.7980625374254,7.179,1,198.890589222677,3.08657659780519,0.82258444646938,68.3150209954318,4.61250010433779,-55.3113192025943,0.0394351838464234
"42",8.21739130434783,2,111.112403202371,3.42508641875114,0.801,5000,0,0,1.37,0.501,0.191,365,6.28948206615816,189.35538869737,7.179,1,254.321249967047,2.99540251468443,0.863626261387563,65.3684638399425,5.32817043212847,-55.3466359606853,0.0638548534936087
"43",7.55555555555556,2,62.4331195394463,2.74767704457589,0.801,5000,0,0,1.37,0.501,0.191,365,13.0513556652829,302.413642714554,7.179,1,69.5310569254069,2.98143811500539,0.261138719236905,33.8806127315759,11.2681302926004,-55.3685861414884,0.0211098399916297
"44",12,2,33.0292712040979,4.01524843352141,0.801,5000,0,0,1.37,0.501,0.191,365,15.1698158594123,177.546178002443,7.179,1,116.999789624953,3.09379177362902,0.747663334629465,83.2557151188806,5.28007525704529,-55.4061960975,0.0482361983866746
"45",10.304347826087,2,88.6571861934247,2.92559288052768,0.801,5000,0,0,1.37,0.501,0.191,365,10.7289325583572,320.818966454146,7.179,1,133.464979507254,3.10157989964246,0.404813517982887,87.0974090850279,11.7571017792783,-55.4118500610095,0.0435375443291835
"46",11.4444444444444,2,29.1491410696332,4.91905287525691,0.801,5000,0,0,1.37,0.501,0.191,365,9.53670715703853,54.6856543275653,7.179,1,119.247019135188,3.08266732686746,0.782938047626904,84.4341584028377,4.25636962394786,-55.455099280986,0.0340443134545859
"47",14.4782608695652,2,16.6692683330104,5.6839107051321,0.801,5000,0,0,1.37,0.501,0.191,365,11.3557216693141,38.4636928769343,7.179,1,148.024108370775,3.09497393089105,0.696212108542145,62.5463478939966,5.60319179155369,-55.4644974582326,0.0417637178759977
"48",8.21739130434783,2,67.9043284730223,3.58901534444922,0.801,5000,0,0,1.37,0.501,0.191,365,8.78910498001204,176.392484407548,7.179,1,151.644784817878,2.98948555636217,0.494125377488873,67.2713017180934,7.23284153610292,-55.4699362729694,0.0630347586550552
"49",8.21739130434783,2,55.543188969885,4.65315174983444,0.801,5000,0,0,1.37,0.501,0.191,365,10.5370720236469,156.343647989098,7.179,1,161.297105556164,2.99794796520459,0.324919917483837,59.0022348303081,9.08872820912981,-55.4727053368971,0.0502859685035919
"50",8.11111111111111,2,29.0098713333419,6.49541927110942,0.801,5000,0,0,1.37,0.501,0.191,365,15.1923676039166,134.644512688261,7.179,1,180.26258425944,2.95320547450239,0.732323101650206,44.3029494458829,3.23312806622135,-55.4848977057264,0.0356859992656216
"51",8.11111111111111,2,45.7026619164894,5.55803220432457,0.801,5000,0,0,1.37,0.501,0.191,365,12.3008410826361,194.528884677464,7.179,1,226.254077672294,2.96493481443391,0.543997178100595,45.9317458312343,5.39420771412055,-55.5248155710361,0.0399792868020573
"52",12.3913043478261,2,25.2497630753927,5.40943268292781,0.801,5000,0,0,1.37,0.501,0.191,365,10.9426010607859,58.3089183752985,7.179,1,143.839818346296,3.09401782034188,0.637069540309577,68.7721890180223,5.65393805628484,-55.5398793651932,0.0429537370946184
"53",7.55555555555556,2,109.045553895292,2.61084486937187,0.801,5000,0,0,1.37,0.501,0.191,365,5.81372558210608,161.226980773057,7.179,1,127.011389948605,2.97326909517276,0.647648107659863,40.0847738553878,6.29150719905485,-55.5549025743125,0.0347990598322741
"54",10.304347826087,2,29.2799397956795,7.78924130884555,0.801,5000,0,0,1.37,0.501,0.191,365,14.7145056253336,151.700589427824,7.179,1,345.318761050707,2.98778423463025,0.63586745925854,77.3919245314388,5.32858569136234,-55.5594576753825,0.0276337053688562
"55",14.4782608695652,2,14.8810969878342,5.26546410152055,0.801,5000,0,0,1.37,0.501,0.191,365,17.4456992233984,74.0234392472441,7.179,1,114.30599955487,3.0917621323308,0.678793609090904,65.5331273308626,5.51051950147422,-55.5779671749444,0.049505139180116
"56",9.78260869565217,2,107.516093360266,5.36625407387376,0.801,5000,0,0,1.37,0.501,0.191,365,10.0846077041226,350.397773198858,7.179,1,410.765862600147,3.07455491018946,0.714258126241878,114.499566194976,6.8748879878406,-55.5840385370743,0.0263439640195836
"57",10.304347826087,2,91.3805837340678,7.15030014494439,0.801,5000,0,0,1.37,0.501,0.191,365,6.4271130705118,116.852965927211,7.179,1,553.322142287114,3.06865019088831,0.852394590048533,112.837701279805,5.45079438165793,-55.5970275384856,0.0540407954528419
"58",7.55555555555556,2,29.3637225021673,5.14022173899666,0.801,5000,0,0,1.37,0.501,0.191,365,15.2526388156212,117.144976657676,7.179,1,90.7554821899096,2.96298111126802,0.407223698497323,35.9904840233259,4.96271844270627,-55.6110075285345,0.0259744471739833
"59",8.11111111111111,2,120.791920963003,17.7374976291481,0.801,5000,0,0,1.37,0.501,0.191,365,16.4685042605332,76.4846159098549,7.179,1,454.31043080443,3.12339567505781,0.92651466672021,68.4494357374776,1.82836200687264,-55.6113306878176,0.0157274063344143
"60",8.21739130434783,2,36.0915010462592,4.7024183472141,0.801,5000,0,0,1.37,0.501,0.191,365,15.8789468271578,198.153035730431,7.179,1,113.911878579418,2.98616591455142,0.428239057967691,62.7125234246804,5.88113101410906,-55.6311520024347,0.0239844390282119
"61",7.69565217391304,2,40.2339076711151,5.506611120215,0.801,5000,0,0,1.37,0.501,0.191,365,10.0238460506437,100.661574996907,7.179,1,177.533657077757,2.94584320589519,0.706467601898378,36.9938957471479,3.66357995615558,-55.6455852295269,0.0258217529656861
"62",10.3333333333333,2,46.4961538343437,8.52657515933752,0.801,5000,0,0,1.37,0.501,0.191,365,11.8487925048318,154.481348435928,7.179,1,378.813339186424,3.06492198806003,0.263334638834875,109.380009972318,13.084310051824,-55.655929396773,0.0339236232349297
"63",11.4444444444444,2,31.1686233128207,5.83941384282176,0.801,5000,0,0,1.37,0.501,0.191,365,16.9063479328662,184.647053558966,7.179,1,159.599541712163,3.08704027891281,0.624382738049596,82.4735593693026,5.41295900119705,-55.6790021205005,0.0526688024998731
"64",9.78260869565217,2,119.68129275596,3.47199920315338,0.801,5000,0,0,1.37,0.501,0.191,365,7.44299149935464,227.81417609328,7.179,1,203.36677165028,3.09825560740894,0.37491324052516,109.441377446864,13.5791119209538,-55.680148760903,0.104519926473384
"65",8.66666666666667,2,142.485006240849,3.76602682856158,0.801,5000,0,0,1.37,0.501,0.191,365,4.57851642067517,142.823957464286,7.179,1,411.807086744773,2.99060493665763,0.687657817971693,70.0026800657114,8.294433639422,-55.6834658349601,0.0843659670325031
"66",10.8260869565217,2,37.9291263464408,4.35891995111684,0.801,5000,0,0,1.37,0.501,0.191,365,12.9863597774872,147.163339567628,7.179,1,129.91233463918,3.09090331046131,0.760314888133576,85.961577588944,4.56123597345939,-55.6880482313301,0.0788385607369237
"67",8.11111111111111,2,36.0329601895387,7.42988302326572,0.801,5000,0,0,1.37,0.501,0.191,365,12.001812502426,117.957360552527,7.179,1,276.368828491828,2.9556595760396,0.495454233556117,44.1897615552665,5.27749664614877,-55.7239811001122,0.0344783903498191
"68",11.4444444444444,2,50.4234943815499,4.64776641821807,0.801,5000,0,0,1.37,0.501,0.191,365,7.6746387476004,86.3105892655465,7.179,1,195.906123823867,3.1022975551072,0.818262536546621,94.0998909678344,5.25830758457338,-55.7896626462185,0.0577886382273596
"69",8.73913043478261,2,60.5239141240394,17.5257151562395,0.801,5000,0,0,1.37,0.501,0.191,365,60.6215561626939,211.456204209023,7.179,1,202.149378496995,3.16046242141261,0.851152231006746,98.8194898869704,1.55752354101458,-55.8012098676707,0.0113752285640894
"70",7.17391304347826,2,41.8243372410957,4.79823985079866,0.801,5000,0,0,1.37,0.501,0.191,365,12.5620854838153,151.145227135154,7.179,1,117.995507147826,2.94822879151957,0.765520563102292,34.5902201050774,2.97749313324191,-55.8231697641925,0.0219588010158781
"71",7.69565217391304,2,21.9790239081247,7.31072721979734,0.801,5000,0,0,1.37,0.501,0.191,365,20.0826735108182,142.769161341435,7.179,1,120.458363608364,2.94541958624906,0.561025172046562,42.9081063600826,3.31141059497435,-55.8727840654118,0.0283775042321283
"72",8.66666666666667,2,21.8588136418082,8.34238789237335,0.801,5000,0,0,1.37,0.501,0.191,365,17.6235399915107,121.26963074122,7.179,1,222.257209148932,2.94971385643528,0.558763080290231,61.5259807364519,4.12510855470871,-55.8858998222413,0.0264645556895232
"73",7.55555555555556,2,45.7511391006223,4.94678237606457,0.801,5000,0,0,1.37,0.501,0.191,365,10.4592181564122,117.763771560813,7.179,1,145.158224450165,2.96344323375708,0.616238166017836,46.4705576511449,4.11947943018967,-55.9034506875929,0.0231867666358667
"74",11.8695652173913,2,32.7586451825952,4.12371607804654,0.801,5000,0,0,1.37,0.501,0.191,365,13.6576523365661,138.009500150456,7.179,1,103.519773584358,3.10332647518337,0.785582987200406,86.1253884986464,4.64081066305382,-55.9091509129882,0.0284230045786235
"75",9.26086956521739,2,25.4299906239013,8.98031835151509,0.801,5000,0,0,1.37,0.501,0.191,365,11.6313755782246,74.9397932374163,7.179,1,351.939879668078,2.93740199801745,0.540590753712219,53.9553700049678,5.25271708233935,-55.90955791866,0.0349759776280577
"76",8.11111111111111,2,92.133845708455,28.0811730601118,0.801,5000,0,0,1.37,0.501,0.191,365,52.4710314706558,147.048337820068,7.179,1,352.381330970054,3.14248875387119,0.853618737333303,93.4203084809543,1.36995053352993,-55.913239389784,0.0228373408018416
"77",7.55555555555556,2,30.6431831481544,7.23540904248919,0.801,5000,0,0,1.37,0.501,0.191,365,14.0203454332905,112.440755743732,7.179,1,188.658151162747,2.94038700605694,0.61837478835044,35.3253332942519,3.52672337129604,-55.9220172377305,0.0315154533736428
"78",7,2,43.6765375747763,4.79942859791422,0.801,5000,0,0,1.37,0.501,0.191,365,11.5129744546792,127.731957471457,7.179,1,114.038530354612,2.94792803934037,0.59278386411888,31.7719334212678,3.73694083687582,-55.9417442328457,0.0171131934445341
"79",15,2,14.0777806102495,6.08158114485631,0.801,5000,0,0,1.37,0.501,0.191,365,21.6429107044038,110.390716524688,7.179,1,150.946232270541,3.09445913803983,0.738356622387866,77.6557131157124,5.26774479015246,-55.9428011605644,0.0286491195266919
"80",11.3478260869565,2,33.5353024467412,7.66146909913435,0.801,5000,0,0,1.37,0.501,0.191,365,12.5706325835882,115.091189012201,7.179,1,282.179713402049,3.09342534977928,0.677533474159,77.1670449806799,5.08404767384751,-55.959593996528,0.0746394344133212
"81",7.69565217391304,2,46.8518518573943,28.6430104878008,0.801,5000,0,0,1.37,0.501,0.191,365,67.8391886860373,98.229596833655,7.179,1,283.675571170865,3.13201721163382,0.912339336081577,80.9336686305788,1.1115849141207,-55.9606221201776,0.0138407346683593
"82",7.55555555555556,2,29.5433049896233,7.95242217034771,0.801,5000,0,0,1.37,0.501,0.191,365,13.6350235731721,108.036836577272,7.179,1,209.751854044474,2.93358450491972,0.556486920603216,38.370216843892,3.83112885174452,-56.023183174943,0.0159973447132969
"83",11.8695652173913,2,35.6170077835177,4.41747253784301,0.801,5000,0,0,1.37,0.501,0.191,365,14.2152335051868,174.934180115037,7.179,1,134.673771452607,3.09619649633939,0.590308625856518,123.793877985267,6.59252775969288,-56.0274232419643,0.0675455899209401
"84",7.17391304347826,2,29.7585762480224,7.31967252134527,0.801,5000,0,0,1.37,0.501,0.191,365,14.2892300152915,109.39025072617,7.179,1,183.647212800279,2.92894563670598,0.6442048552114,33.3223353840618,3.10884069697788,-56.030979271456,0.0213958070822785
"85",11.4444444444444,2,43.5612029192268,5.22581134915953,0.801,5000,0,0,1.37,0.501,0.191,365,14.2273298930444,222.491067962784,7.179,1,200.404413554932,3.09877443801067,0.617550494155162,122.249778592059,6.37318627985755,-56.0500522307108,0.0358679389279485
"86",7.17391304347826,2,33.404427313406,7.33712746406111,0.801,5000,0,0,1.37,0.501,0.191,365,16.773651621465,205.896144196915,7.179,1,206.594113247249,2.92732441486166,0.450750810419006,34.0608631415481,4.67630881494049,-56.0534695069941,0.00808983661640358
"87",7.55555555555556,2,44.4690280378103,4.47472153281776,0.801,5000,0,0,1.37,0.501,0.191,365,10.7650186958908,133.203663560215,7.179,1,113.541989691902,2.95373396277341,0.287518265580511,54.6771827345471,8.66868441301394,-56.0709510178957,0.0325653975638369
"88",14.4782608695652,2,71.7058472718213,5.88348243641525,0.801,5000,0,0,1.37,0.501,0.191,365,57.307121203684,56.1811277110597,7.179,1,11.8622037192348,0.0883366734939221,0.679749515888431,28.0998189679763,2.30785183405504,-56.0749601032934,0.00796889325384779
"89",11.4444444444444,2,79.5635522437273,4.63139517463034,0.801,5000,0,0,1.37,0.501,0.191,365,7.27808622507395,130.373146847639,7.179,1,283.466350504262,3.11425708905804,0.709886994946617,93.7169076489395,7.23303382556671,-56.0779437961576,0.0826411608092459
"90",12,2,31.4153379915809,8.62779824524513,0.801,5000,0,0,1.37,0.501,0.191,365,17.7901691429645,212.054100416077,7.179,1,361.973873516674,3.08056720926354,0.663554373844416,104.272069146133,5.6747628361403,-56.1158139716195,0.0443605932933907
"91",10.304347826087,2,32.855385163194,9.91290969687891,0.801,5000,0,0,1.37,0.501,0.191,365,17.7101358490589,262.685884247893,7.179,1,526.788645682318,2.98222235104799,0.542043543881963,63.1080232080738,6.62428370503074,-56.1253630039963,0.0121750262038343
"92",12,2,35.4799083172259,4.49674469961642,0.801,5000,0,0,1.37,0.501,0.191,365,9.88166037045216,83.6282425037759,7.179,1,141.208965731801,3.1070162068141,0.43251454588119,114.750436037689,8.98750800638283,-56.1317703318843,0.046030149120131
"93",9.77777777777778,2,117.433490534192,4.61764599490188,0.801,5000,0,0,1.37,0.501,0.191,365,6.0558486717575,154.268700153162,7.179,1,371.340546190795,3.06238897516854,0.853436906953344,158.019081257645,6.32813920913385,-56.1326071880892,0.0579468330453712
"94",10.8260869565217,2,27.2419056704608,7.23554724399067,0.801,5000,0,0,1.37,0.501,0.191,365,17.584232771981,144.449477227047,7.179,1,190.230808944716,3.07796838902015,0.54595182403722,111.614475014176,5.4657837741542,-56.144741689094,0.0310692827682898
"95",6.65217391304348,2,39.3209765556761,5.06077458696517,0.801,5000,0,0,1.37,0.501,0.191,365,10.9998487557393,102.715161118729,7.179,1,106.028026135625,2.9358965236382,0.546609364303145,30.7575995158576,3.63894943159634,-56.1527766357679,0.0112964365728444
"96",9.78260869565217,2,97.7805451721587,21.3826261246703,0.801,5000,0,0,1.37,0.501,0.191,365,27.4241275243372,97.8507932775548,7.179,1,515.277081987321,3.17463247292777,0.929951053711475,65.3238490891079,1.95947212474569,-56.1547562396975,0.0241722028026888
"97",7,2,54.0869640269955,5.81843218177041,0.801,5000,0,0,1.37,0.501,0.191,365,9.4799465585934,139.534332661908,7.179,1,227.036366953673,2.93673435109088,0.772676927267715,40.113104212441,3.2526780694741,-56.170412548154,0.0331081796361453
"98",7.17391304347826,2,106.518973035193,4.07195905650912,0.801,5000,0,0,1.37,0.501,0.191,365,7.09255378649357,221.160142714814,7.179,1,289.304369881795,2.94552708844492,0.755775628334255,42.8482246585995,5.07036144530233,-56.1754047653018,0.0558386714948951
"99",15,2,18.9388087050388,5.92964766334984,0.801,5000,0,0,1.37,0.501,0.191,365,23.4280243039535,207.788510147779,7.179,1,186.228229952737,3.11055010480105,0.52589092399906,102.268645272015,8.06181632488592,-56.1812645989815,0.039515894962248
"100",10.3333333333333,2,117.825309215413,5.63676728146839,0.801,5000,0,0,1.37,0.501,0.191,365,6.63500996685048,203.284117320349,7.179,1,445.368353295222,3.05928044837113,0.540749278485201,127.046237356819,10.0364787381215,-56.1876846110935,0.0997313903502792
"101",13.4347826086957,2,96.8285840467777,6.13218359167628,0.801,5000,0,0,1.37,0.501,0.191,365,48.094277006798,49.0863076218347,7.179,1,17.9216646422924,0.0836649472329327,0.79037824981547,33.0130938532675,2.02370868925367,-56.1908670814147,0.0165538617547813
"102",7.55555555555556,2,46.3416906961155,7.52799003287872,0.801,5000,0,0,1.37,0.501,0.191,365,8.69851343886254,94.977143061252,7.179,1,337.876889230943,2.94069507729063,0.276309019789378,46.125760088757,9.58176771556084,-56.1956618026327,0.0545911642222421
"103",9.77777777777778,2,48.2924729045556,6.73817143503545,0.801,5000,0,0,1.37,0.501,0.191,365,9.67760718955661,128.387647057336,7.179,1,325.541373842175,2.99916531480357,0.66418091140635,95.1133471821724,5.45760459524676,-56.1976926356913,0.0567176831792892
"104",6.65217391304348,2,71.7761188670944,4.10097713881421,0.801,5000,0,0,1.37,0.501,0.191,365,9.80587990023217,225.939904199979,7.179,1,153.937697969857,2.94100107461769,0.316574719122354,33.0874404927986,8.60795389650532,-56.2079625960961,0.0419791145601847
"105",9.22222222222222,2,61.9306586472484,28.8743141261724,0.801,5000,0,0,1.37,0.501,0.191,365,93.3070907758864,113.776828317992,7.179,1,291.04279276766,3.16804530952294,0.876782247936435,143.970854392134,1.36404779797843,-56.2138388273882,0.00941654181194655
